"Jefferson","HYUNDAI","IONIQ 5","0"
"Jefferson","KIA","NIRO","0"
"Jefferson","TESLA","MODEL Y","0"
"King","TESLA","MODEL S","330"
"King","TESLA","MODEL 3","322"
"King","TESLA","MODEL X","293"
"King","TESLA","MODEL Y","291"
"King","CHEVROLET","BOLT EV","259"
"King","TESLA","ROADSTER","245"
"King","KIA","NIRO","239"
"King","JAGUAR","I-PACE","234"
"King","POLESTAR","PS2","233"
"King","NISSAN","LEAF","215"
"King","AUDI","E-TRON","204"
"King","PORSCHE","TAYCAN","203"
"King","BMW","I3","153"
"King","VOLKSWAGEN","E-GOLF","125"
"King","KIA","SOUL EV","111"
"King","MINI","HARDTOP","110"
"King","FORD","FOCUS","100"
"King","KIA","SOUL","93"
"King","FIAT","500","87"
"King","MERCEDES-BENZ","B-CLASS","87"
"King","CHEVROLET","SPARK","82"
"King","PORSCHE","CAYENNE","56"
"King","CHEVROLET","VOLT","53"
"King","MERCEDES-BENZ","GLE-CLASS","48"
"King","HONDA","CLARITY","47"
"King","TOYOTA","RAV4 PRIME","42"
"King","VOLVO","S60","41"
"King","VOLVO","V60","41"
"King","BMW","X5","40"
"King","TOYOTA","PRIUS PRIME","39"
"King","MITSUBISHI","OUTLANDER","38"
"King","LEXUS","NX","37"
"King","VOLVO","XC60","35"
"King","VOLVO","XC90","35"
"King","KIA","SPORTAGE","34"
"King","CHRYSLER","PACIFICA","33"
"King","HYUNDAI","TUCSON","33"
"King","DODGE","HORNET","32"
"King","KIA","SORENTO","32"
"King","BMW","XM","31"
"King","HYUNDAI","SANTA FE","30"
"King","HYUNDAI","IONIQ","29"
"King","MAZDA","CX-90","26"
"King","JEEP","GRAND CHEROKEE","25"
"King","AUDI","Q5 E","23"
"King","JEEP","WRANGLER","21"
"King","LINCOLN","AVIATOR","21"
"King","BMW","330E","20"
"King","FORD","C-MAX","20"
"King","FORD","FUSION","19"
"King","LAND ROVER","RANGE ROVER SPORT","19"
"King","BMW","530E","18"
"King","BMW","X3","17"
"King","AUDI","A3","16"
"King","PORSCHE","PANAMERA","16"
"King","MERCEDES-BENZ","GLC-CLASS","10"
"King","TOYOTA","PRIUS PLUG-IN","6"
"King","AUDI","E-TRON GT","0"
"King","AUDI","E-TRON SPORTBACK","0"
"King","AUDI","Q4","0"
"King","AUDI","Q8","0"
"King","BMW","I4","0"
"King","BMW","I5","0"
"King","BMW","IX","0"
"King","CADILLAC","LYRIQ","0"
"King","CHEVROLET","BLAZER EV","0"
"King","CHEVROLET","BOLT EUV","0"
"King","CHEVROLET","EQUINOX EV","0"
"King","FORD","F-150","0"
"King","FORD","MUSTANG MACH-E","0"
"King","FORD","TRANSIT","0"
"King","GENESIS","GV60","0"
"King","HONDA","PROLOGUE","0"
"King","HYUNDAI","IONIQ 5","0"
"King","HYUNDAI","IONIQ 6","0"
"King","HYUNDAI","KONA ELECTRIC","0"
"King","KIA","EV6","0"
"King","KIA","EV9","0"
"King","LEXUS","RZ","0"
"King","LUCID","AIR","0"
"King","MERCEDES-BENZ","EQB-CLASS","0"
"King","MERCEDES-BENZ","EQE-CLASS SEDAN","0"
"King","MERCEDES-BENZ","EQE-CLASS SUV","0"
"King","MERCEDES-BENZ","EQS-CLASS SEDAN","0"
"King","MERCEDES-BENZ","EQS-CLASS SUV","0"
"King","NISSAN","ARIYA","0"
"King","RIVIAN","R1S","0"
"King","RIVIAN","R1T","0"
"King","SUBARU","SOLTERRA","0"
"King","TESLA","CYBERTRUCK","0"
"King","TOYOTA","BZ4X","0"
"King","VOLKSWAGEN","ID.4","0"
"King","VOLVO","C40","0"
"King","VOLVO","XC40","0"
"Kitsap","TESLA","MODEL 3","322"
"Kitsap","TESLA","MODEL Y","291"
"Kitsap","CHEVROLET","BOLT EV","259"
"Kitsap","HYUNDAI","KONA","258"
"Kitsap","TESLA","MODEL S","249"
"Kitsap","KIA","NIRO","239"
"Kitsap","TESLA","MODEL X","200"
"Kitsap","BMW","I3","153"
"Kitsap","NISSAN","LEAF","151"
"Kitsap","FIAT","500","87"
"Kitsap","SMART","FORTWO ELECTRIC DRIVE","58"
"Kitsap","CHEVROLET","VOLT","53"
"Kitsap","MERCEDES-BENZ","GLE-CLASS","48"
"Kitsap","HONDA","CLARITY","47"
"Kitsap","TOYOTA","RAV4 PRIME","42"
"Kitsap","FORD","ESCAPE","38"
"Kitsap","LEXUS","RX","37"
"Kitsap","VOLVO","XC60","35"
"Kitsap","CHRYSLER","PACIFICA","33"
"Kitsap","DODGE","HORNET","32"
"Kitsap","BMW","X5","30"
"Kitsap","MAZDA","CX-90","26"
"Kitsap","JEEP","GRAND CHEROKEE","25"
"Kitsap","TOYOTA","PRIUS PRIME","25"
"Kitsap","JEEP","WRANGLER","21"
"Kitsap","FORD","C-MAX","19"
"Kitsap","FORD","FUSION","19"
"Kitsap","VOLVO","XC90","19"
"Kitsap","AUDI","A3","16"
"Kitsap","PORSCHE","CAYENNE","16"
"Kitsap","BMW","330E","14"
"Kitsap","BMW","I4","0"
"Kitsap","CHEVROLET","BLAZER EV","0"
"Kitsap","CHEVROLET","BOLT EUV","0"
"Kitsap","FORD","MUSTANG MACH-E","0"
"Kitsap","HYUNDAI","IONIQ 5","0"
"Kitsap","KIA","EV6","0"
"Kitsap","KIA","EV9","0"
"Kitsap","NISSAN","ARIYA","0"
"Kitsap","POLESTAR","PS2","0"
"Kitsap","RIVIAN","R1S","0"
"Kitsap","RIVIAN","R1T","0"
"Kitsap","TOYOTA","BZ4X","0"
"Kitsap","VOLKSWAGEN","ID.4","0"
"Kitsap","VOLVO","XC40","0"
"Kittitas","NISSAN","LEAF","84"
"Kittitas","AUDI","Q5","23"
"Skagit","TESLA","MODEL 3","322"
"Skagit","NISSAN","LEAF","84"
"Skagit","CHEVROLET","VOLT","53"
"Skagit","AUDI","A3","16"
"Snohomish","TESLA","MODEL 3","322"
"Snohomish","TESLA","MODEL X","293"
"Snohomish","TESLA","MODEL Y","291"
"Snohomish","TESLA","MODEL S","265"
"Snohomish","CHEVROLET","BOLT EV","259"
"Snohomish","KIA","NIRO","239"
"Snohomish","NISSAN","LEAF","215"
"Snohomish","AUDI","E-TRON","204"
"Snohomish","BMW","I3","97"
"Snohomish","CHEVROLET","VOLT","38"
"Snohomish","LEXUS","RX","37"
"Snohomish","ALFA ROMEO","TONALE","33"
"Snohomish","CHRYSLER","PACIFICA","32"
"Snohomish","VOLVO","XC90","32"
"Snohomish","BMW","X5","30"
"Snohomish","HYUNDAI","SANTA FE","30"
"Snohomish","MAZDA","CX-90","26"
"Snohomish","JEEP","WRANGLER","25"
"Snohomish","TOYOTA","PRIUS PRIME","25"
"Snohomish","AUDI","Q5 E","23"
"Snohomish","FORD","FUSION","19"
"Snohomish","VOLVO","XC60","18"
"Snohomish","BMW","I4","0"
"Snohomish","HONDA","PROLOGUE","0"
"Snohomish","HYUNDAI","IONIQ 5","0"
"Snohomish","HYUNDAI","IONIQ 6","0"
"Snohomish","KIA","EV6","0"
"Snohomish","LEXUS","RZ","0"
"Snohomish","MINI","HARDTOP","0"
"Snohomish","TESLA","CYBERTRUCK","0"
"Snohomish","TOYOTA","BZ4X","0"
"Snohomish","VOLKSWAGEN","ID.4","0"
"Spokane","NISSAN","LEAF","84"
"Spokane","MAZDA","CX-70","26"
"Spokane","MINI","COUNTRYMAN","12"
"Stevens","KIA","SORENTO","32"
"Thurston","TESLA","MODEL 3","322"
"Thurston","TESLA","MODEL X","289"
"Thurston","CHEVROLET","BOLT EV","259"
"Thurston","TESLA","MODEL S","210"
"Thurston","NISSAN","LEAF","150"
"Thurston","BMW","I3","97"
"Thurston","FIAT","500","87"
"Thurston","CHEVROLET","SPARK","82"
"Thurston","LAND ROVER","RANGE ROVER SPORT","59"
"Thurston","CHEVROLET","VOLT","53"
"Thurston","TOYOTA","RAV4 PRIME","42"
"Thurston","LEXUS","NX","37"
"Thurston","LEXUS","RX","37"
"Thurston","VOLVO","XC60","35"
"Thurston","CHRYSLER","PACIFICA","33"
"Thurston","KIA","NIRO","33"
"Thurston","KIA","SORENTO","32"
"Thurston","MAZDA","CX-90","26"
"Thurston","JEEP","WRANGLER","25"
"Thurston","TOYOTA","PRIUS PRIME","25"
"Thurston","MITSUBISHI","OUTLANDER","22"
"Thurston","FORD","C-MAX","19"
"Thurston","FORD","FUSION","19"
"Thurston","VOLVO","XC90","18"
"Thurston","AUDI","A3","16"
"Thurston","BMW","X5","14"
"Thurston","TOYOTA","PRIUS PLUG-IN","6"
"Thurston","BMW","I4","0"
"Thurston","CHEVROLET","BLAZER EV","0"
"Thurston","CHEVROLET","BOLT EUV","0"
"Thurston","FORD","F-150","0"
"Thurston","FORD","MUSTANG MACH-E","0"
"Thurston","FORD","TRANSIT","0"
"Thurston","HYUNDAI","KONA ELECTRIC","0"
"Thurston","KIA","EV6","0"
"Thurston","KIA","EV9","0"
"Thurston","POLESTAR","PS2","0"
"Thurston","RIVIAN","R1T","0"
"Thurston","TESLA","MODEL Y","0"
"Thurston","VOLKSWAGEN","ID.4","0"
"Thurston","VOLVO","XC40","0"
"Walla Walla","TESLA","MODEL 3","322"
"Walla Walla","TESLA","MODEL Y","291"
"Walla Walla","BMW","X5","40"
"Whitman","TESLA","MODEL 3","322"
"Whitman","TESLA","MODEL Y","291"
"Whitman","HONDA","CLARITY","47"
"Whitman","JEEP","WRANGLER","21"
"Whitman","BMW","I4","0"
"Yakima","TESLA","MODEL 3","322"
"Yakima","TESLA","MODEL X","289"
"Yakima","CHEVROLET","BOLT EV","238"
"Yakima","KIA","SOUL","93"
"Yakima","FIAT","500","87"
"Yakima","NISSAN","LEAF","73"
"Yakima","TOYOTA","RAV4 PRIME","42"
"Yakima","CHEVROLET","VOLT","38"
"Yakima","DODGE","HORNET","32"
"Yakima","KIA","NIRO","26"
"Yakima","JEEP","GRAND CHEROKEE","25"
"Yakima","JEEP","WRANGLER","22"
"Yakima","BMW","530E","21"
"Yakima","FORD","C-MAX","19"
"Yakima","AUDI","A3","16"
"Yakima","PORSCHE","CAYENNE","16"
"Yakima","BMW","X5","14"
"Yakima","AUDI","E-TRON","0"
"Yakima","KIA","EV9","0"
"Yakima","TESLA","MODEL S","0"
"Yakima","TESLA","MODEL Y","0"
"Yakima","VOLKSWAGEN","ID.4","0"
